Date;LBUSTRUU INDEX
10/06/1993;569.32
11/06/1993;571.7
14/06/1993;572.04
15/06/1993;572.38
16/06/1993;572.6
17/06/1993;573.06
18/06/1993;572.55
21/06/1993;573.68
22/06/1993;573.79
23/06/1993;573.68
24/06/1993;574.59
25/06/1993;575.49
28/06/1993;576.68
29/06/1993;576.85
30/06/1993;576.39
01/07/1993;577.1
02/07/1993;578.02
06/07/1993;577.39
07/07/1993;577.45
08/07/1993;578.02
09/07/1993;578.6
12/07/1993;579.23
13/07/1993;579
14/07/1993;580.62
15/07/1993;580.67
16/07/1993;581.02
19/07/1993;581.37
20/07/1993;580.5
21/07/1993;578.77
22/07/1993;577.27
23/07/1993;576.18
26/07/1993;577.1
27/07/1993;577.22
28/07/1993;577.79
29/07/1993;580.21
30/07/1993;579.65
02/08/1993;579.78
03/08/1993;580.42
04/08/1993;580.19
05/08/1993;580.71
06/08/1993;580.94
09/08/1993;582.33
10/08/1993;582.33
11/08/1993;582.8
12/08/1993;582.91
13/08/1993;583.78
16/08/1993;584.77
17/08/1993;584.36
18/08/1993;584.88
19/08/1993;585.93
20/08/1993;586.51
23/08/1993;586.51
24/08/1993;587.78
25/08/1993;588.42
26/08/1993;590.51
27/08/1993;589.46
30/08/1993;590.28
31/08/1993;589.81
01/09/1993;590.01
02/09/1993;590.78
03/09/1993;593.49
07/09/1993;594.91
08/09/1993;594.67
09/09/1993;591.84
10/09/1993;593.73
13/09/1993;594.44
14/09/1993;591.9
15/09/1993;591.54
16/09/1993;591.96
17/09/1993;591.66
20/09/1993;590.95
22/09/1993;590.54
23/09/1993;591.13
24/09/1993;591.25
27/09/1993;593.96
28/09/1993;594.49
29/09/1993;592.9
30/09/1993;591.43
01/10/1993;593.17
04/10/1993;593.58
05/10/1993;593.17
06/10/1993;593.41
07/10/1993;593.58
08/10/1993;595.83
12/10/1993;595.71
13/10/1993;595.48
14/10/1993;596.95
15/10/1993;598.08
18/10/1993;596.13
19/10/1993;596.3
20/10/1993;597.01
21/10/1993;595
22/10/1993;593.52
25/10/1993;592.93
26/10/1993;593.76
27/10/1993;593.46
28/10/1993;593.94
29/10/1993;593.64
01/11/1993;591.4
02/11/1993;589.56
03/11/1993;589.68
04/11/1993;588.55
05/11/1993;587.25
08/11/1993;588.91
09/11/1993;590.04
10/11/1993;588.91
12/11/1993;590.1
15/11/1993;589.92
16/11/1993;590.69
17/11/1993;590.69
18/11/1993;589.33
19/11/1993;586.89
22/11/1993;586.18
23/11/1993;588.14
24/11/1993;587.84
26/11/1993;589.39
29/11/1993;590.1
30/11/1993;588.59
01/12/1993;589.26
02/12/1993;589.56
03/12/1993;589.67
06/12/1993;592.44
07/12/1993;592.5
08/12/1993;592.56
09/12/1993;593.26
10/12/1993;591.85
13/12/1993;591.03
14/12/1993;590.09
15/12/1993;590.14
16/12/1993;590.2
17/12/1993;591.09
20/12/1993;590.91
21/12/1993;590.5
22/12/1993;592.97
23/12/1993;593.68
27/12/1993;593.91
28/12/1993;593.91
29/12/1993;593.68
30/12/1993;592.03
31/12/1993;591.78
03/01/1994;590.09
04/01/1994;591.27
05/01/1994;590.98
06/01/1994;592.51
07/01/1994;596.36
10/01/1994;597.13
11/01/1994;597.19
12/01/1994;598.85
13/01/1994;596.3
14/01/1994;595.36
18/01/1994;596.6
19/01/1994;596.66
20/01/1994;597.96
21/01/1994;597.66
24/01/1994;597.72
25/01/1994;597.07
26/01/1994;597.43
27/01/1994;598.73
28/01/1994;600.15
31/01/1994;599.77
01/02/1994;597.93
02/02/1994;598.23
03/02/1994;597.09
04/02/1994;594.28
07/02/1994;593.92
08/02/1994;593.02
09/02/1994;593.86
10/02/1994;593.74
11/02/1994;594.52
14/02/1994;594.28
15/02/1994;594.88
16/02/1994;594.7
17/02/1994;592.36
18/02/1994;590.14
22/02/1994;591.28
23/02/1994;589.54
24/02/1994;587.68
25/02/1994;587.98
28/02/1994;589.35
01/03/1994;586.07
02/03/1994;585.95
03/03/1994;584.48
04/03/1994;583.83
07/03/1994;585.19
08/03/1994;584.01
09/03/1994;583.89
10/03/1994;581.36
11/03/1994;581.95
14/03/1994;581.42
15/03/1994;581.77
16/03/1994;584.07
17/03/1994;584.25
18/03/1994;581.65
21/03/1994;580.59
22/03/1994;583.24
23/03/1994;583.54
24/03/1994;579.82
25/03/1994;579.24
28/03/1994;579.18
29/03/1994;576.88
30/03/1994;575.29
31/03/1994;574.82
04/04/1994;565.47
05/04/1994;570.07
06/04/1994;571.85
07/04/1994;573.46
08/04/1994;571.39
11/04/1994;572.14
12/04/1994;573.86
13/04/1994;572.31
14/04/1994;571.22
15/04/1994;571.56
18/04/1994;567.48
19/04/1994;568.57
20/04/1994;569.61
21/04/1994;573.29
22/04/1994;572.54
25/04/1994;574.78
26/04/1994;575.24
28/04/1994;570.76
29/04/1994;570.23
02/05/1994;569.8
03/05/1994;569
04/05/1994;569
05/05/1994;569.91
06/05/1994;563.86
09/05/1994;560.78
10/05/1994;565
11/05/1994;562.32
12/05/1994;563.46
13/05/1994;565.69
16/05/1994;567.29
17/05/1994;571.68
18/05/1994;573.33
19/05/1994;575.33
20/05/1994;573.39
23/05/1994;569.28
24/05/1994;570.42
25/05/1994;571.11
26/05/1994;571.91
27/05/1994;571.11
31/05/1994;570.15
01/06/1994;571.6
02/06/1994;573.02
03/06/1994;575.87
06/06/1994;578.33
07/06/1994;577.36
08/06/1994;577.07
09/06/1994;577.19
10/06/1994;575.82
13/06/1994;574.96
14/06/1994;577.13
15/06/1994;574.51
16/06/1994;575.19
17/06/1994;573.54
20/06/1994;573.25
21/06/1994;571.66
22/06/1994;574.34
23/06/1994;575.02
24/06/1994;571.94
27/06/1994;573.54
28/06/1994;571.14
29/06/1994;571.77
30/06/1994;568.89
01/07/1994;569.37
05/07/1994;570.62
06/07/1994;570.9
07/07/1994;571.64
08/07/1994;568.23
11/07/1994;567.09
12/07/1994;568.46
13/07/1994;569.02
14/07/1994;573.8
15/07/1994;573.97
18/07/1994;575.74
19/07/1994;577.45
20/07/1994;574.77
21/07/1994;574.2
22/07/1994;573.69
25/07/1994;574.83
26/07/1994;574.77
27/07/1994;573.18
28/07/1994;574.54
29/07/1994;580.19
01/08/1994;579.69
02/08/1994;580.5
03/08/1994;580.91
04/08/1994;580.5
05/08/1994;575.69
08/08/1994;576.15
09/08/1994;575.17
10/08/1994;575.4
11/08/1994;574.01
12/08/1994;575.86
15/08/1994;575.8
16/08/1994;578.65
17/08/1994;579.98
18/08/1994;576.62
19/08/1994;576.96
22/08/1994;575.98
23/08/1994;576.96
24/08/1994;579.23
25/08/1994;577.31
26/08/1994;578.88
29/08/1994;579.05
30/08/1994;580.21
31/08/1994;580.91
01/09/1994;580.93
02/09/1994;580.29
06/09/1994;579.25
07/09/1994;578.55
08/09/1994;578.72
09/09/1994;574.89
12/09/1994;574.83
13/09/1994;575.41
14/09/1994;576.51
15/09/1994;577.97
16/09/1994;573.73
19/09/1994;575
20/09/1994;574.02
21/09/1994;573.03
22/09/1994;573.38
23/09/1994;573.15
26/09/1994;573.26
27/09/1994;572.39
28/09/1994;573.44
29/09/1994;571.87
30/09/1994;572.36
03/10/1994;571.24
04/10/1994;570.66
05/10/1994;568.95
06/10/1994;568.83
07/10/1994;570.84
11/10/1994;572.67
12/10/1994;571.87
13/10/1994;573.47
14/10/1994;574.5
17/10/1994;574.5
18/10/1994;574.21
19/10/1994;573.13
20/10/1994;570.09
21/10/1994;570.43
24/10/1994;569.35
25/10/1994;568.95
26/10/1994;569
27/10/1994;569.35
28/10/1994;571.58
31/10/1994;571.85
01/11/1994;569.18
02/11/1994;568.27
03/11/1994;567.86
04/11/1994;566.15
07/11/1994;566.38
08/11/1994;567.69
09/11/1994;569.18
10/11/1994;568.04
14/11/1994;569.41
15/11/1994;570.1
16/11/1994;568.55
17/11/1994;567.35
18/11/1994;567.52
21/11/1994;567.46
22/11/1994;568.27
23/11/1994;572.84
25/11/1994;573.18
28/11/1994;571.24
29/11/1994;569.12
30/11/1994;570.58
01/12/1994;569.92
02/12/1994;572.71
05/12/1994;571.74
06/12/1994;574.88
07/12/1994;572.6
08/12/1994;572.2
09/12/1994;573.05
12/12/1994;571.51
13/12/1994;572.08
14/12/1994;573.45
15/12/1994;574.08
16/12/1994;573.8
19/12/1994;574.31
20/12/1994;574.37
21/12/1994;574.82
22/12/1994;573.57
23/12/1994;573.68
27/12/1994;576.36
28/12/1994;575.11
29/12/1994;574.82
30/12/1994;574.52
03/01/1995;573.74
04/01/1995;576.04
05/01/1995;574.37
06/01/1995;575.06
10/01/1995;576.1
11/01/1995;577.25
12/01/1995;576.73
13/01/1995;580.41
17/01/1995;580.75
18/01/1995;580.41
19/01/1995;579.77
20/01/1995;577.94
23/01/1995;578.11
24/01/1995;577.65
25/01/1995;579.72
26/01/1995;581.1
27/01/1995;584.72
30/01/1995;584.95
31/01/1995;585.89
01/02/1995;584.92
02/02/1995;584.04
03/02/1995;589.9
06/02/1995;588.96
07/02/1995;588.96
08/02/1995;588.96
09/02/1995;587.67
10/02/1995;586.44
13/02/1995;587.09
14/02/1995;589.73
15/02/1995;591.72
16/02/1995;593.12
17/02/1995;592.66
21/02/1995;592.6
22/02/1995;596.05
23/02/1995;595.82
24/02/1995;596.41
27/02/1995;598.93
28/02/1995;599.82
01/03/1995;599.79
02/03/1995;597.87
03/03/1995;596.49
06/03/1995;595.59
07/03/1995;594.81
08/03/1995;596.97
09/03/1995;599.13
10/03/1995;600.69
13/03/1995;602.19
14/03/1995;605.12
15/03/1995;605
16/03/1995;605.72
17/03/1995;604.53
20/03/1995;604.35
21/03/1995;603.39
22/03/1995;602.61
23/03/1995;602.61
24/03/1995;605.78
27/03/1995;607.34
28/03/1995;604.47
29/03/1995;604.95
30/03/1995;604.17
31/03/1995;603.5
03/04/1995;605.76
04/04/1995;606.48
05/04/1995;606.6
06/04/1995;607.75
07/04/1995;607.27
10/04/1995;607.39
11/04/1995;608.29
12/04/1995;609.02
13/04/1995;610.83
17/04/1995;610.65
18/04/1995;611.13
19/04/1995;611.07
20/04/1995;612.15
21/04/1995;612.46
24/04/1995;613
25/04/1995;612.82
26/04/1995;612.88
27/04/1995;612.09
28/04/1995;611.93
01/05/1995;611.65
02/05/1995;612.94
03/05/1995;615.69
04/05/1995;618.81
05/05/1995;623.95
08/05/1995;623.71
09/05/1995;626.16
10/05/1995;624.87
11/05/1995;624.01
12/05/1995;623.89
15/05/1995;625.73
16/05/1995;627.75
17/05/1995;628.24
18/05/1995;626.34
19/05/1995;626.46
22/05/1995;626.28
23/05/1995;628.11
24/05/1995;631.79
25/05/1995;632.77
26/05/1995;632.64
30/05/1995;635.52
31/05/1995;635.61
01/06/1995;638.63
02/06/1995;641.49
05/06/1995;642.06
06/06/1995;641.55
07/06/1995;639.39
08/06/1995;638.31
09/06/1995;633.6
12/06/1995;634.43
13/06/1995;641.23
14/06/1995;641.17
15/06/1995;639.77
16/06/1995;639.26
19/06/1995;641.8
20/06/1995;641.04
21/06/1995;641.8
22/06/1995;644.73
23/06/1995;643.77
26/06/1995;642.63
27/06/1995;641.68
28/06/1995;643.2
29/06/1995;638.56
30/06/1995;640.27
03/07/1995;640.74
05/07/1995;641.64
06/07/1995;646.51
07/07/1995;647.08
10/07/1995;647.72
11/07/1995;645.93
12/07/1995;646.44
13/07/1995;646.44
14/07/1995;644.71
17/07/1995;642.67
18/07/1995;641.32
19/07/1995;637.03
20/07/1995;637.54
21/07/1995;634.98
24/07/1995;637.03
25/07/1995;637.99
26/07/1995;636.65
27/07/1995;638.5
28/07/1995;637.16
31/07/1995;638.84
01/08/1995;637.27
02/08/1995;639.19
03/08/1995;637.21
04/08/1995;638.36
07/08/1995;639.19
08/08/1995;639.57
09/08/1995;638.68
10/08/1995;637.53
11/08/1995;634.71
14/08/1995;635.42
15/08/1995;636.31
16/08/1995;637.53
17/08/1995;636.95
18/08/1995;637.27
21/08/1995;638.87
22/08/1995;638.04
23/08/1995;637.53
24/08/1995;640.34
25/08/1995;644.11
28/08/1995;645
29/08/1995;644.23
30/08/1995;645.26
31/08/1995;646.55
01/09/1995;648.12
05/09/1995;650
06/09/1995;650.06
07/09/1995;649.09
08/09/1995;648.51
11/09/1995;649.03
12/09/1995;651.29
13/09/1995;650.51
14/09/1995;653.36
15/09/1995;652.45
18/09/1995;650.97
19/09/1995;652.13
20/09/1995;653.23
21/09/1995;650.13
22/09/1995;649.54
25/09/1995;649.93
26/09/1995;649.35
27/09/1995;649.22
28/09/1995;649.48
29/09/1995;652.84
02/10/1995;653.19
03/10/1995;654.37
04/10/1995;655.61
05/10/1995;656.13
06/10/1995;656.52
10/10/1995;656.85
11/10/1995;656.65
12/10/1995;657.63
13/10/1995;660.57
16/10/1995;660.31
17/10/1995;660.77
18/10/1995;660.05
19/10/1995;660.57
20/10/1995;659
23/10/1995;658.68
24/10/1995;660.57
25/10/1995;661.03
26/10/1995;659.72
27/10/1995;660.37
30/10/1995;661.03
31/10/1995;661.33
01/11/1995;663.07
02/11/1995;664.66
03/11/1995;664.33
06/11/1995;664.07
07/11/1995;663.27
08/11/1995;665.39
09/11/1995;664.46
10/11/1995;663.4
13/11/1995;664.86
14/11/1995;664.86
15/11/1995;664
16/11/1995;665.78
17/11/1995;666.38
20/11/1995;666.18
21/11/1995;665.39
22/11/1995;665.32
24/11/1995;666.51
27/11/1995;667.7
28/11/1995;667.57
29/11/1995;668.7
30/11/1995;671.24
01/12/1995;672.54
04/12/1995;675.22
05/12/1995;674.42
06/12/1995;674.42
07/12/1995;673.21
08/12/1995;673.28
11/12/1995;674.48
12/12/1995;674.28
13/12/1995;674.01
14/12/1995;674.08
15/12/1995;674.22
19/12/1995;674.48
20/12/1995;674.48
21/12/1995;674.55
22/12/1995;676.16
26/12/1995;677.17
27/12/1995;678.24
28/12/1995;679.45
29/12/1995;680.66
03/01/1996;681.57
04/01/1996;680.07
05/01/1996;678.98
08/01/1996;679.26
09/01/1996;679.32
10/01/1996;676.47
11/01/1996;677.28
12/01/1996;678.03
16/01/1996;680.89
17/01/1996;683.27
18/01/1996;684.29
19/01/1996;684.5
22/01/1996;682.46
23/01/1996;681.57
24/01/1996;683.14
25/01/1996;680.62
26/01/1996;682.66
29/01/1996;681.78
30/01/1996;683.82
31/01/1996;685.18
01/02/1996;684.65
02/02/1996;683.56
05/02/1996;683.35
06/02/1996;683.97
07/02/1996;684.11
08/02/1996;684.38
09/02/1996;684.79
12/02/1996;686.98
13/02/1996;687.81
14/02/1996;686.57
15/02/1996;684.31
16/02/1996;682.46
20/02/1996;676.57
21/02/1996;676.84
22/02/1996;678.49
23/02/1996;676.7
26/02/1996;676.22
27/02/1996;674.85
29/02/1996;673.27
01/03/1996;677.33
04/03/1996;679.76
05/03/1996;677.87
06/03/1996;675.79
07/03/1996;675.11
08/03/1996;664.61
11/03/1996;667.97
12/03/1996;667.1
13/03/1996;666.96
14/03/1996;667.23
15/03/1996;664.07
18/03/1996;665.21
19/03/1996;665.89
20/03/1996;668.38
21/03/1996;669.59
22/03/1996;668.72
25/03/1996;671.34
26/03/1996;671.34
27/03/1996;668.04
28/03/1996;665.95
29/03/1996;668.59
01/04/1996;669.55
02/04/1996;671.29
03/04/1996;670.75
04/04/1996;669.21
05/04/1996;662.39
08/04/1996;661.12
09/04/1996;663.06
10/04/1996;661.32
11/04/1996;660.05
12/04/1996;665.34
15/04/1996;666.94
16/04/1996;667.07
17/04/1996;665.87
18/04/1996;664.67
19/04/1996;666.27
22/04/1996;668.08
23/04/1996;667.61
24/04/1996;666.34
25/04/1996;666.67
26/04/1996;667.54
29/04/1996;666.61
30/04/1996;664.83
01/05/1996;664.72
02/05/1996;659.73
03/05/1996;658.27
06/05/1996;659.8
07/05/1996;659.6
08/05/1996;661.6
09/05/1996;661.4
10/05/1996;664.52
13/05/1996;665.65
14/05/1996;667.51
15/05/1996;667.98
16/05/1996;666.12
17/05/1996;667.85
20/05/1996;669.11
21/05/1996;668.58
22/05/1996;669.64
23/05/1996;667.78
24/05/1996;668.98
28/05/1996;668.91
29/05/1996;665.85
30/05/1996;666.05
31/05/1996;663.48
03/06/1996;663.64
04/06/1996;664.24
05/06/1996;665.76
06/06/1996;667.89
07/06/1996;662.25
10/06/1996;661.52
11/06/1996;660.99
12/06/1996;660.06
13/06/1996;660.92
14/06/1996;663.04
17/06/1996;664.7
18/06/1996;664.04
19/06/1996;663.31
20/06/1996;663.18
21/06/1996;663.97
24/06/1996;664.83
25/06/1996;665.83
26/06/1996;666.16
27/06/1996;668.42
28/06/1996;672.39
01/07/1996;672.29
02/07/1996;670.6
03/07/1996;671.55
05/07/1996;663.07
08/07/1996;663.54
09/07/1996;665.02
10/07/1996;667.24
11/07/1996;668.38
12/07/1996;670
15/07/1996;669.06
16/07/1996;671.34
17/07/1996;671.21
18/07/1996;674.84
19/07/1996;672.96
22/07/1996;671.75
23/07/1996;673.09
24/07/1996;670.94
25/07/1996;671.55
26/07/1996;672.15
29/07/1996;670.27
30/07/1996;671.88
31/07/1996;674.23
01/08/1996;679.25
02/08/1996;683.5
05/08/1996;683.36
06/08/1996;682.76
07/08/1996;682.49
08/08/1996;682.28
09/08/1996;684.51
12/08/1996;685.05
13/08/1996;682.28
14/08/1996;682.49
15/08/1996;681.54
16/08/1996;683.43
19/08/1996;682.82
20/08/1996;683.03
21/08/1996;682.35
22/08/1996;682.08
23/08/1996;679.32
26/08/1996;676.89
27/08/1996;677.83
28/08/1996;677.43
29/08/1996;675.61
30/08/1996;673.1
03/09/1996;674.68
04/09/1996;673.67
05/09/1996;672.52
06/09/1996;674.07
09/09/1996;675.96
10/09/1996;674.81
11/09/1996;675.02
12/09/1996;676.77
13/09/1996;681.75
16/09/1996;682.29
17/09/1996;679.79
18/09/1996;679.32
19/09/1996;678.31
20/09/1996;678.99
23/09/1996;680.13
24/09/1996;682.22
25/09/1996;684.37
26/09/1996;686.19
27/09/1996;685.25
30/09/1996;684.83
01/10/1996;687.18
02/10/1996;688.69
03/10/1996;688.76
04/10/1996;693.14
07/10/1996;691.91
08/10/1996;691.7
09/10/1996;690.54
10/10/1996;688.96
11/10/1996;690.88
15/10/1996;691.43
16/10/1996;691.15
17/10/1996;693.35
18/10/1996;693.89
21/10/1996;693.62
22/10/1996;692.45
23/10/1996;692.87
24/10/1996;692.87
25/10/1996;694.03
28/10/1996;694.1
29/10/1996;699.03
30/10/1996;699.03
31/10/1996;700
01/11/1996;699.61
04/11/1996;700.52
05/11/1996;702.62
06/11/1996;702.34
07/11/1996;703.95
08/11/1996;703.67
12/11/1996;706.33
13/11/1996;706.05
14/11/1996;707.73
15/11/1996;707.1
18/11/1996;707.1
19/11/1996;708.15
20/11/1996;709.34
21/11/1996;708.99
22/11/1996;708.71
25/11/1996;709.48
26/11/1996;709.62
27/11/1996;709.48
29/11/1996;711.99
03/12/1996;712.59
04/12/1996;711.02
05/12/1996;708.03
06/12/1996;707.18
09/12/1996;709.17
10/12/1996;709.03
11/12/1996;704.83
12/12/1996;703.9
13/12/1996;706.18
16/12/1996;705.04
17/12/1996;704.19
18/12/1996;703.12
19/12/1996;706.04
20/12/1996;706.54
23/12/1996;707.11
24/12/1996;707.11
26/12/1996;707.11
27/12/1996;708.82
30/12/1996;709.1
31/12/1996;705.37
02/01/1997;702.37
03/01/1997;703.49
06/01/1997;703.28
07/01/1997;702.3
08/01/1997;702.01
09/01/1997;703.92
10/01/1997;700.88
13/01/1997;701.31
14/01/1997;704.27
15/01/1997;704.62
16/01/1997;703.21
17/01/1997;703.99
21/01/1997;705.68
22/01/1997;704.76
23/01/1997;704.06
24/01/1997;702.72
27/01/1997;701.73
28/01/1997;703.07
29/01/1997;703.71
30/01/1997;704.83
31/01/1997;707.53
03/02/1997;709.89
04/02/1997;710.46
05/02/1997;710.03
06/02/1997;709.61
07/02/1997;711.59
10/02/1997;712.08
11/02/1997;712.01
12/02/1997;711.87
13/02/1997;714.7
14/02/1997;716.4
18/02/1997;716.61
19/02/1997;716.12
20/02/1997;714.49
21/02/1997;714.56
24/02/1997;714.07
25/02/1997;714
26/02/1997;708.9
27/02/1997;708.33
28/02/1997;709.29
03/03/1997;708.89
04/03/1997;708.04
05/03/1997;708.46
06/03/1997;707.54
07/03/1997;709.46
10/03/1997;710.02
11/03/1997;709.88
12/03/1997;709.17
13/03/1997;705.41
14/03/1997;706.48
17/03/1997;706.19
18/03/1997;706.05
19/03/1997;705.48
20/03/1997;705.48
21/03/1997;705.48
24/03/1997;706.62
25/03/1997;705.63
26/03/1997;704.56
27/03/1997;701.51
31/03/1997;701.43
01/04/1997;702.72
02/04/1997;703.35
03/04/1997;703.91
04/04/1997;702.22
07/04/1997;704.19
08/04/1997;703.49
09/04/1997;703.63
10/04/1997;703.49
11/04/1997;701.38
14/04/1997;701.66
15/04/1997;704.61
16/04/1997;704.19
17/04/1997;705.8
18/04/1997;706.57
21/04/1997;705.8
22/04/1997;706.99
23/04/1997;705.8
24/04/1997;704.47
25/04/1997;704.05
28/04/1997;705.17
29/04/1997;710.29
30/04/1997;711.93
01/05/1997;713.03
02/05/1997;713.81
05/05/1997;714.45
06/05/1997;714.59
07/05/1997;712.1
08/05/1997;713.74
09/05/1997;715.52
12/05/1997;716.52
13/05/1997;714.59
14/05/1997;715.73
15/05/1997;716.52
16/05/1997;715.59
19/05/1997;715.66
20/05/1997;716.09
21/05/1997;715.31
22/05/1997;714.88
23/05/1997;715.31
27/05/1997;714.24
28/05/1997;714.1
29/05/1997;715.66
30/05/1997;718.66
02/06/1997;719.26
03/06/1997;720.56
04/06/1997;720.63
05/06/1997;720.63
06/06/1997;724.44
09/06/1997;723
10/06/1997;722.64
11/06/1997;722.93
12/06/1997;725.88
13/06/1997;727.6
16/06/1997;728.68
17/06/1997;728.03
18/06/1997;728.97
19/06/1997;729.11
20/06/1997;730.12
23/06/1997;729.47
24/06/1997;729.47
25/06/1997;728.61
26/06/1997;727.24
27/06/1997;728.61
30/06/1997;727.19
01/07/1997;729.4
02/07/1997;730.5
03/07/1997;734.06
07/07/1997;735.8
08/07/1997;735.66
09/07/1997;736.6
10/07/1997;736.68
11/07/1997;737.39
14/07/1997;737.03
15/07/1997;737.31
16/07/1997;739.42
17/07/1997;739.46
18/07/1997;738.19
21/07/1997;737.77
22/07/1997;741.4
23/07/1997;741.99
24/07/1997;741.94
25/07/1997;741.26
28/07/1997;742.65
29/07/1997;744.25
30/07/1997;745.7
31/07/1997;746.8
01/08/1997;741.29
04/08/1997;741.21
05/08/1997;741.03
06/08/1997;741.68
07/08/1997;740.66
08/08/1997;736.41
11/08/1997;737.05
12/08/1997;736.53
13/08/1997;737.66
14/08/1997;740.21
15/08/1997;740.9
18/08/1997;742.75
19/08/1997;742.84
20/08/1997;742.03
21/08/1997;740.16
22/08/1997;738.29
25/08/1997;738.09
26/08/1997;738.59
27/08/1997;738.78
28/08/1997;741.55
29/08/1997;740.43
02/09/1997;742.06
03/09/1997;741.69
04/09/1997;741.56
05/09/1997;740.73
08/09/1997;741.96
09/09/1997;742.02
10/09/1997;741.38
11/09/1997;740.52
12/09/1997;743.8
15/09/1997;744.5
16/09/1997;750.2
17/09/1997;750.8
18/09/1997;750.43
19/09/1997;750.96
22/09/1997;752.13
23/09/1997;751.16
24/09/1997;753.01
25/09/1997;750.53
26/09/1997;751.93
29/09/1997;752.06
30/09/1997;751.35
01/10/1997;754.31
02/10/1997;755.16
03/10/1997;755.43
06/10/1997;757.29
07/10/1997;758.1
08/10/1997;753.84
09/10/1997;753.53
10/10/1997;751.85
14/10/1997;754.73
15/10/1997;753.74
16/10/1997;753.89
17/10/1997;751.81
20/10/1997;752.68
21/10/1997;752.81
22/10/1997;753.38
23/10/1997;756.74
24/10/1997;757.7
27/10/1997;761.08
28/10/1997;758.67
29/10/1997;761.07
30/10/1997;762.96
31/10/1997;762.25
03/11/1997;760.48
04/11/1997;759.24
05/11/1997;759.53
06/11/1997;761.28
07/11/1997;761.29
10/11/1997;761.49
12/11/1997;762.32
13/11/1997;762.93
14/11/1997;763.15
17/11/1997;764.09
18/11/1997;764.06
19/11/1997;765.31
20/11/1997;764.7
21/11/1997;765.63
24/11/1997;764.63
25/11/1997;765.06
26/11/1997;765.28
28/11/1997;765.76
01/12/1997;766.1
02/12/1997;766.44
03/12/1997;767.35
04/12/1997;767.47
05/12/1997;765.72
08/12/1997;764.38
09/12/1997;764.82
10/12/1997;766.52
11/12/1997;769.13
12/12/1997;771.75
15/12/1997;770.49
16/12/1997;770.94
17/12/1997;770.06
18/12/1997;771.6
19/12/1997;773.01
22/12/1997;773.35
23/12/1997;773.29
24/12/1997;773.01
26/12/1997;773.05
29/12/1997;772.96
30/12/1997;771.71
31/12/1997;773.47
02/01/1998;776.6
05/01/1998;781.57
06/01/1998;782.21
07/01/1998;780.53
08/01/1998;783.1
09/01/1998;786.12
12/01/1998;786.39
13/01/1998;785.88
14/01/1998;784.57
15/01/1998;783.49
16/01/1998;781.58
20/01/1998;781.28
21/01/1998;782.2
22/01/1998;781.64
23/01/1998;777.16
26/01/1998;779.77
27/01/1998;777.94
28/01/1998;778.25
29/01/1998;782.09
30/01/1998;783.4
02/02/1998;782.24
03/02/1998;782.6
04/02/1998;782.79
05/02/1998;781.08
06/02/1998;781.28
09/02/1998;780.52
10/02/1998;781.25
11/02/1998;783.08
12/02/1998;783.04
13/02/1998;784.74
17/02/1998;786.82
18/02/1998;785.66
19/02/1998;785.31
20/02/1998;784.58
23/02/1998;783.45
24/02/1998;780.35
25/02/1998;782.23
26/02/1998;781.74
27/02/1998;782.81
02/03/1998;780.51
03/03/1998;778.78
04/03/1998;779.29
05/03/1998;778.87
06/03/1998;780.85
09/03/1998;783.19
10/03/1998;783.42
11/03/1998;784.76
12/03/1998;786.79
13/03/1998;786.42
16/03/1998;787.97
17/03/1998;787.09
18/03/1998;786.6
19/03/1998;786.41
20/03/1998;787.18
23/03/1998;787.48
24/03/1998;787.58
25/03/1998;785.6
26/03/1998;784.66
27/03/1998;784.43
30/03/1998;783.84
31/03/1998;785.5
01/04/1998;787.39
02/04/1998;789.52
03/04/1998;792.44
06/04/1998;791.16
07/04/1998;790.79
08/04/1998;789.17
09/04/1998;789.5
13/04/1998;787.46
14/04/1998;788.8
15/04/1998;789.98
16/04/1998;790.66
17/04/1998;790.8
20/04/1998;789.59
21/04/1998;788.4
22/04/1998;788.38
23/04/1998;788.18
24/04/1998;789.09
27/04/1998;785.02
28/04/1998;785.1
29/04/1998;785.01
30/04/1998;789.6
01/05/1998;790.21
04/05/1998;790.53
05/05/1998;789.74
06/05/1998;791.09
07/05/1998;791.26
08/05/1998;790.3
11/05/1998;788.2
12/05/1998;791.07
13/05/1998;791.54
14/05/1998;790.5
15/05/1998;790.72
18/05/1998;792.67
19/05/1998;792.47
20/05/1998;794.11
21/05/1998;792.66
22/05/1998;793.34
26/05/1998;795.44
27/05/1998;796.59
28/05/1998;796.17
29/05/1998;797.09
01/06/1998;798.25
02/06/1998;797.61
03/06/1998;797.56
04/06/1998;796.83
05/06/1998;797.56
08/06/1998;798
09/06/1998;798.05
10/06/1998;800.65
11/06/1998;803.27
12/06/1998;803.57
15/06/1998;804.22
16/06/1998;802.21
17/06/1998;799.24
18/06/1998;800.66
19/06/1998;801.54
22/06/1998;802.37
23/06/1998;803.06
24/06/1998;802.62
25/06/1998;802.5
26/06/1998;803.02
29/06/1998;803.08
30/06/1998;803.85
01/07/1998;804.52
02/07/1998;805.5
06/07/1998;806.84
07/07/1998;806.02
08/07/1998;805.51
09/07/1998;806.58
10/07/1998;806.33
13/07/1998;804.94
14/07/1998;804.04
15/07/1998;804.58
16/07/1998;803.98
17/07/1998;803.68
20/07/1998;805.08
21/07/1998;806.3
